proteinA_entrezid,proteinB_entrezid,databases
3945,6647,instruct|APID|HIPPIE|HINT-binary|intact|HINT-complex
6520,9057,innatedb
161,51429,bioplex
7341,9066,inweb
7022,51282,encode
1739,8106,intact
1437,3181,innatedb|inweb
26012,79047,bioplex
79090,83719,hiunion
2494,80152,instruct
55233,147744,hiunion
10626,147166,bioplex|HIPPIE
9127,25822,bioplex|HIPPIE
6631,51171,instruct|hiunion|APID|biogrid|HINT-binary|intact
10615,22852,qubic
1058,57533,qubic
1175,54498,qubic
2885,5169,pina
6202,64963,bioplex|HIPPIE
27287,337978,intact|hiunion
80204,84063,bioplex|HIPPIE
10539,284004,instruct|APID|biogrid|HINT-binary|intact
3798,112936,qubic
4831,10963,HIPPIE
2043,8502,signalink
7189,10664,encode
23281,51322,instruct|hiunion|APID|biogrid|HINT-binary|intact
975,135154,intact|hiunion
4292,57461,intact|hiunion
8233,11066,inweb|bioplex|HIPPIE
3329,120892,inweb
2495,27178,bioplex
4609,9584,encode
51699,133686,CoFrac
1017,8621,qubic|HIPPIE
5160,6777,qubic
10253,53347,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|mint|pina
23623,54793,intact|hiunion
7392,114043,encode
6886,8970,encode
4747,64689,APID|intact|biogrid|hiunion
54926,127428,bioplex
1485,10363,hiunion
2275,121549,intact|hiunion
8508,84458,qubic
4904,23451,inweb
6688,90273,encode
539,10459,qubic
2710,6490,bioplex
8780,10018,APID|intact|biogrid|instruct
10912,146059,APID|litbm17
22985,24148,CoFrac
10765,27439,inweb
11043,79005,instruct|APID|biogrid|HINT-binary|intact
6938,9256,encode
7782,58517,bioplex|HIPPIE
132158,284325,hiunion
6176,6187,HINT-binary|HIPPIE|CoFrac
11091,391257,instruct
112936,196441,bioplex
4690,8440,bioplex|inweb
6144,6217,HINT-binary|HIPPIE|CoFrac
8100,51668,inweb
4233,30011,pina
6138,51106,qubic
4212,386681,hiunion
9260,25959,intact|hiunion
3551,9020,PhosphoSP|innatedb|HIPPIE|KinomeNetX|HINT-binary|inweb|bioplex|HINT-complex
2967,6119,inweb
3663,6772,innatedb
3990,64788,inweb
8697,146705,hiunion
1459,1499,PhosphoSP|signalink|KinomeNetX
5757,7013,instruct|APID|biogrid|HINT-binary|intact|pina
9869,55183,pina|APID|instruct
6386,80318,intact|hiunion
3065,5931,qubic|HINT-binary|inweb|bioplex|CoFrac|HINT-complex
5924,27185,intact
51316,159195,hiunion
9632,10959,inweb
8924,114799,qubic
3276,78999,inweb
3174,122553,encode
80346,169026,intact|hiunion
8932,53615,instruct|innatedb|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|HINT-complex
4067,26000,KinomeNetX
467,10591,encode
3187,7536,instruct|APID|biogrid|intact|mint|inweb
4801,7411,encode
537,3039,biogrid
65986,84984,hiunion
23269,55657,bioplex
5098,57731,bioplex
7431,23774,instruct|APID|biogrid|HINT-binary|intact
9878,10992,CoFrac
4745,30836,APID|mint|intact|inweb|pina
6794,10541,mint|APID|intact
6747,7316,inweb
558,2534,PhosphoSP
3727,27107,encode
1052,84897,innatedb
10635,11144,inweb|HIPPIE|HINT-complex
400506,643836,bioplex
5079,55009,encode
2801,126353,intact|hiunion
10106,115265,intact
396,5566,PhosphoSP|KinomeNetX
6601,55636,inweb|HIPPIE|HINT-complex
6919,22911,instruct|APID|biogrid|HINT-binary|intact|pina
4904,4908,signalink
993,8260,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
6760,51412,bioplex|HIPPIE
7015,10728,instruct|APID|biogrid|HIPPIE|inweb|HINT-complex
3886,392307,intact|hiunion
4222,54971,APID|intact|biogrid|hiunion
6683,127018,qubic
1869,23038,signalink
2130,9862,qubic
4261,9759,pina|inweb
1211,4628,qubic
862,287015,instruct|hiunion|APID|biogrid|HINT-binary
1793,5879,HINT-binary|inweb|HIPPIE|HINT-complex
11043,145483,intact|hiunion
7485,10553,hiunion
3856,7341,inweb
2137,6714,pina|APID|intact|instruct
10653,84243,bioplex|HIPPIE
10049,10273,HINT-binary|inweb|HIPPIE|HINT-complex
2634,22929,instruct|APID|biogrid|HINT-binary|intact
9933,400506,bioplex
1728,3091,HIPPIE|HINT-complex
6908,7003,inweb
367,79834,signalink
5862,7867,instruct|APID|biogrid|mint|intact|pina
5604,5605,bioplex|signalink|HIPPIE|HINT-complex
3169,5029,signalink
4719,7412,instruct|APID|HIPPIE|HINT-binary|intact|litbm17
2029,6668,encode
25,51548,encode
5052,11258,qubic
3872,23390,instruct|APID|biogrid|HINT-binary|intact|pina
6599,10419,inweb
821,57795,bioplex
2217,5970,inweb
6597,6929,inweb
3576,4790,innatedb
367,2289,inweb|HIPPIE|HINT-complex
5966,6722,inweb
4000,51009,APID|biogrid
826,6774,APID|intact|biogrid|instruct
6811,283152,hiunion
3043,3240,interactome3d|inweb|instruct
4656,6925,bioplex|HIPPIE
2113,106479563,encode
4171,7412,instruct|APID|HIPPIE|HINT-binary|intact|litbm17
6477,7159,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|pina
4188,285205,biogrid
11216,27185,intact
2982,5599,instruct|APID|biogrid|HINT-binary|intact|pina
1025,4088,PhosphoSP|inweb|KinomeNetX
862,11339,intact|hiunion
8329,388677,hiunion
1876,8877,encode
4008,399687,qubic
8445,10238,inweb
9792,9913,inweb
65083,266812,bioplex|HIPPIE
7316,56886,inweb
10693,22948,HINT-binary|CoFrac
1052,6330,innatedb
26239,101060226,hiunion
7316,51119,inweb
142,255626,inweb|bioplex|HIPPIE|HINT-complex
351,22858,HIPPIE|HINT-complex
2908,51564,encode
596,6774,innatedb
4763,7415,inweb
2113,9131,signalink
2247,2261,signalink|HIPPIE
51324,54763,intact|hiunion
2113,55062,signalink
10008,11186,APID|biogrid|mint|intact|pina
975,84693,intact|hiunion
23510,55026,bioplex|HIPPIE
241,2867,intact|hiunion
57405,399687,bioplex|HIPPIE
2885,10298,signalink
5095,7265,bioplex
51614,161145,intact|hiunion
2064,23221,instruct|APID|biogrid|HINT-binary|intact|mint
7334,54542,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|inweb|pina
3603,440295,hiunion
22976,55802,APID|biogrid
57447,65061,bioplex
6343,83878,intact|hiunion
10987,51138,interactome3d|HINT-binary|inweb|bioplex|HINT-complex
54487,55226,CoFrac
421,2623,encode|signalink
1595,6721,encode
55633,80254,hiunion
4087,8928,instruct|hiunion|APID|biogrid|HINT-binary|intact|litbm17|inweb|HINT-complex
3732,4790,APID|intact
7292,7293,interactome3d|instruct|innatedb|APID|HIPPIE|HINT-binary|intact|insider|litbm17|pina
2146,10015,innatedb
3336,133746,intact
308,5910,signalink
6950,26140,bioplex|HIPPIE
2247,2624,signalink
2624,4638,signalink
5879,144811,bioplex
27122,83752,bioplex
4778,90809,encode
8600,8600,interactome3d
669,5495,bioplex
56654,83755,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|pina
8725,55718,qubic|HIPPIE
6143,9775,inweb
5781,29126,inweb
2040,10262,CoFrac
8036,8241,qubic
810,9948,qubic
6182,80221,bioplex
3198,9457,intact|hiunion
1869,10283,pina|APID|intact
81576,91433,bioplex
602,128977,encode
1387,5371,inweb|HIPPIE|HINT-complex
2801,10464,hiunion
4683,8353,HIPPIE
56104,284069,bioplex
23360,50618,pina|APID|biogrid|instruct
6505,51614,intact|hiunion
5193,7274,intact|hiunion
211,113115,instruct|hiunion|APID|biogrid|HINT-binary|intact
5979,8502,signalink
29123,54764,intact|hiunion
989,7329,CoFrac
10803,10803,instruct
55093,129531,intact|hiunion
6430,55234,CoFrac
11346,23094,qubic
1050,6497,signalink
5074,84727,APID|intact|inweb
6256,9862,inweb|HIPPIE
4194,26524,biogrid
8989,8989,HINT-binary|interactome3d|instruct
55692,57380,bioplex|HIPPIE
51614,79152,intact|hiunion
6209,6230,HINT-binary|HIPPIE|CoFrac
3106,246100,interactome3d|instruct
1915,5335,APID|biogrid|HIPPIE|litbm17|inweb|pina
1739,5913,intact
2847,2847,HIPPIE
688,2961,inweb
1191,80789,bioplex
9043,84057,bioplex
3297,10273,HINT-binary|inweb|HIPPIE|HINT-complex
9092,9295,CoFrac
1793,9844,instruct|APID|biogrid|HINT-binary|litbm17|inweb|bioplex|HINT-complex
5935,6238,qubic
7316,55176,inweb
10523,55660,instruct|APID|biogrid|intact|mint|inweb|pina
2146,23196,innatedb|HINT-complex
7415,25897,inweb|HIPPIE|HINT-complex
2042,8853,KinomeNetX
3565,3841,signalink
2625,27102,signalink
8440,10253,instruct|hiunion|APID|biogrid|HINT-binary|intact
64951,80032,bioplex
9559,25896,qubic
9474,55054,interactome3d|instruct|innatedb|APID|biogrid|HINT-binary|insider|litbm17|inweb|pina|HINT-complex
200558,255626,bioplex|HIPPIE
2623,7341,inweb
3164,5933,APID|intact|biogrid|instruct
11267,54967,hiunion
10054,23064,APID|intact|inweb
3882,53347,intact|hiunion
2580,128866,qubic
5501,11130,bioplex
1160,283458,bioplex
672,9555,HIPPIE
25,5163,PhosphoSP|KinomeNetX
8464,10629,inweb|bioplex|HIPPIE|HINT-complex
5309,28474,innatedb
8669,51280,instruct|APID|biogrid|HINT-binary|intact|pina
5936,8735,qubic
4342,23281,hiunion
3052,51343,bioplex|HIPPIE
5129,10971,inweb|HIPPIE|HINT-complex
2891,8502,signalink
2534,8936,HIPPIE
5371,29108,inweb
23616,23616,HIPPIE
132158,337967,intact|hiunion
87,5341,inweb
142,841,inweb
2316,256691,intact
6794,54187,mint|APID|intact
79577,440295,intact|hiunion
4287,7341,APID|inweb|biogrid|HIPPIE
6722,54883,encode
3460,11277,intact|hiunion
1876,25782,encode
22913,84295,inweb
6352,10344,APID|intact
7798,10972,qubic
2551,23478,encode
10982,55118,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|bioplex
71,80705,innatedb|inweb
3326,5747,pina|APID|intact|instruct
26009,28970,encode
6045,51619,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
55131,84365,inweb|bioplex|HIPPIE
5690,143471,HINT-binary|CoFrac
4236,8087,hiunion
3698,10653,inweb
373,9547,instruct|hiunion|innatedb|APID|biogrid|HINT-binary|intact
6737,9958,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|pina
4915,5318,signalink
3846,102725072,HINT-binary|APID|intact|instruct
4087,79869,innatedb
537,5090,encode
367,148022,signalink
10324,25898,instruct|hiunion|APID|biogrid|HINT-binary|intact
2632,2992,bioplex
55248,80097,bioplex
5081,11091,inweb
1869,11077,encode
6616,6810,HINT-binary|instruct|inweb|HINT-complex
27183,27183,APID|intact|biogrid
2281,7046,inweb|biogrid
5966,137209,instruct|hiunion|APID|biogrid|HINT-binary|intact
9774,57827,encode
5216,10243,inweb
4739,50943,signalink
4215,406885,signalink
3796,127253,bioplex
6667,79791,encode
54596,55075,qubic
3624,5885,encode
29911,90799,intact|hiunion
6135,6229,CoFrac
1612,55062,signalink
64783,84445,instruct|hiunion|APID|biogrid|HINT-binary|intact
8968,10014,inweb
27302,493856,hiunion
51134,388468,bioplex
1386,1432,PhosphoSP|innatedb|signalink|KinomeNetX|HINT-binary|inweb|HINT-complex
7083,22993,instruct|APID|biogrid|mint|intact|pina
5770,133121,bioplex|HIPPIE
3309,22938,inweb|HIPPIE|HINT-complex
9859,127703,hiunion
7316,7414,inweb
1642,79595,inweb
7159,57698,hiunion
1499,23633,signalink
78986,440295,intact|hiunion
142,57504,instruct|APID|biogrid|HINT-binary|intact|mint
51366,56983,bioplex
22883,64377,bioplex|HIPPIE
974,8034,bioplex
7010,9046,instruct|inweb|HINT-complex
378951,378951,instruct|hiunion|APID|HINT-binary|intact
5830,347918,biogrid
1857,57473,instruct|APID|biogrid|mint|intact|pina
64147,339834,intact|hiunion
3489,5458,intact|hiunion
9759,54880,inweb|HIPPIE
2959,3660,innatedb
27040,28973,intact|hiunion
22919,89797,inweb
166,29079,instruct|hiunion|innatedb|APID|biogrid|HINT-binary|intact
6613,220988,HIPPIE
1213,55156,signalink
5562,8106,qubic
973,6787,bioplex
2099,4193,instruct|APID|biogrid|HIPPIE|intact|litbm17|inweb|HINT-complex
5553,79018,bioplex|HIPPIE
1460,6615,PhosphoSP
8233,55954,inweb|bioplex|HIPPIE
1731,124404,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact
2885,8529,APID|intact|instruct
9640,79797,bioplex
2932,11161,instruct|APID|biogrid|mint|intact|pina
2153,4973,bioplex
10107,79005,intact
55005,79073,qubic
3563,6776,signalink
10269,79102,bioplex|HIPPIE
4108,5058,KinomeNetX
6628,123775,intact
960,972,instruct|APID|biogrid|HIPPIE|HINT-binary
3959,54929,qubic
1785,5295,inweb
1398,8880,CoFrac
7775,55844,bioplex
2959,3397,encode
7745,55311,intact|bioplex|HIPPIE|hiunion
2033,9303,encode
1386,4292,APID|intact|biogrid|instruct
7323,494470,instruct|APID|biogrid|HINT-binary|intact|pina
5814,51574,HIPPIE|HINT-complex
9560,162427,intact
3799,11281,intact|hiunion
1756,8290,intact
2908,5894,inweb|HIPPIE
22985,120892,inweb
1069,55425,qubic
9459,11077,intact|hiunion
9247,337879,intact|hiunion
65057,134492,instruct|APID|biogrid|HINT-binary|intact|pina
11140,11224,qubic
84365,115509,bioplex|HIPPIE
755,150483,bioplex|HIPPIE
3727,22806,encode
4540,4725,inweb
3304,10475,instruct|APID|HIPPIE|HINT-binary|litbm17
8348,56124,intact|hiunion
10616,27342,bioplex
7428,11004,pina|APID|biogrid
91653,150709,signalink
1072,10971,inweb
8290,9138,intact
5706,27185,intact
7533,200933,qubic
3881,9099,intact|hiunion
2947,22974,bioplex|HIPPIE
5885,121256,encode
9972,23165,qubic|inweb
7111,11346,qubic
54205,373156,HINT-binary|HIPPIE
4627,5879,instruct|APID|biogrid|HINT-binary|intact
8502,9046,signalink
60682,729250,hiunion
79173,386678,HINT-binary|APID|intact|instruct
23005,83897,instruct|hiunion|APID|biogrid|HINT-binary|intact
5162,5164,inweb|bioplex|HIPPIE
7846,65018,inweb
8553,57381,instruct|hiunion|APID|biogrid|HINT-binary|intact
1778,64087,CoFrac
1027,5595,PhosphoSP|KinomeNetX
60561,91977,intact|hiunion
4223,27132,hiunion
11075,91404,intact|hiunion
29945,29957,inweb
6718,25929,bioplex|HIPPIE
60,7248,innatedb|APID|intact|inweb|pina
5350,9283,intact|hiunion
1460,11198,HINT-binary|CoFrac
150,1452,signalink
60314,347516,intact|hiunion
51634,79169,intact|hiunion
3066,23411,inweb
2735,4087,inweb
51046,51046,HINT-binary|interactome3d|intact|instruct
4038,30832,bioplex
5597,10209,instruct|APID|biogrid|mint|intact|pina
604,6356,innatedb
7316,79269,inweb
22823,25865,APID|biogrid|mint|intact|pina
3646,57062,instruct|APID|biogrid|HINT-binary|intact|pina
1869,23514,encode
821,221188,bioplex
367,6502,inweb
6128,7341,inweb|HIPPIE
1869,29887,encode
5228,5228,interactome3d|instruct|HIPPIE|HINT-binary|insider|HINT-complex
27,5921,signalink
1962,29986,intact|hiunion
3856,7562,intact
5983,7415,inweb
5577,7410,qubic
7415,8503,instruct|APID|biogrid|HINT-binary|intact|litbm17
27111,27111,hiunion|APID|biogrid|HIPPIE|HINT-binary|intact
9530,58529,intact|hiunion
4683,10849,inweb|HIPPIE|HINT-complex
1026,10641,instruct|APID|biogrid|mint|intact|pina
813,23119,bioplex
8896,29896,CoFrac
2866,7781,hiunion
3964,63027,bioplex|HIPPIE
4609,55746,HIPPIE
5563,5566,KinomeNetX
9753,84307,hiunion
30012,337879,intact|hiunion
7322,9306,inweb
51690,57819,hiunion|APID|biogrid|HINT-binary|intact|mint|litbm17|inweb|CoFrac
2624,57562,encode
6925,56676,instruct|hiunion|APID|biogrid|intact|inweb|pina
23644,64963,bioplex
3791,5494,mint|APID|intact|biogrid
94107,345757,intact|hiunion
1026,4804,instruct|APID|biogrid|mint|intact|pina
7570,388558,bioplex|HIPPIE
79843,80318,hiunion
6594,6599,CoFrac
7474,54361,bioplex|HIPPIE
23517,196441,qubic
6201,7322,pina|APID|intact|instruct
5052,7337,inweb
56649,84283,instruct|hiunion|APID|biogrid|HINT-binary|intact
4700,7917,instruct|APID|biogrid|HINT-binary|intact|pina
4312,63827,inweb|HIPPIE
2669,6925,instruct|hiunion|APID|biogrid|HINT-binary|intact
23648,55916,instruct|hiunion|APID|biogrid|HINT-binary|intact
989,346288,APID|intact|inweb|pina|bioplex
27111,220965,instruct|hiunion|APID|biogrid|HINT-binary|intact
4118,55754,hiunion
2120,51513,bioplex|HIPPIE
8543,91977,intact|hiunion
4899,116541,encode
6772,150709,signalink
8079,54853,APID|intact|instruct
3398,51729,bioplex
7849,57515,pina|APID|intact|litbm17
1017,6233,inweb|HIPPIE
665,6092,instruct|APID|biogrid|mint|intact|pina
2099,55186,encode
3133,26507,bioplex|HIPPIE
8841,23765,bioplex
2551,6167,encode
754,79022,intact|hiunion
1500,4690,signalink
80142,388701,instruct|hiunion|APID|biogrid|HINT-binary|intact
832,6722,encode
1398,9576,signalink
2213,11187,signalink
2158,29843,bioplex
6598,7332,encode|signalink
60,26234,bioplex
56935,57709,hiunion
8726,9330,innatedb
6229,6231,HINT-binary|HIPPIE|CoFrac
11140,120892,HINT-binary|inweb|HIPPIE|HINT-complex
6908,56664,encode
3693,388677,instruct|hiunion|APID|biogrid|HINT-binary|intact
80714,494119,intact|hiunion
2274,7639,hiunion
8411,55723,qubic
535,1192,instruct|APID|biogrid|HINT-binary|intact
6045,6160,innatedb
5595,25929,qubic
5684,26003,instruct|hiunion|APID|biogrid|HINT-binary|intact
3398,79723,instruct|APID|biogrid|mint|intact
3710,4543,APID|intact|biogrid
29922,51060,bioplex
84450,317772,bioplex
1027,4067,PhosphoSP|KinomeNetX
1261,9854,bioplex
11043,64782,instruct|hiunion|APID|biogrid|HINT-binary|intact
4175,55388,instruct|hiunion|qubic|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|inweb|pina|bioplex|HINT-complex
23468,285268,bioplex|HIPPIE
9119,11051,intact|hiunion
4848,80232,qubic
1879,4544,APID|intact|biogrid
7518,29799,encode
3009,81576,intact
11342,54682,bioplex
146542,386676,biogrid|hiunion
10459,84217,hiunion
8797,55016,inweb
54769,92129,intact|hiunion
3399,6925,instruct|hiunion|APID|biogrid|HINT-binary|intact|litbm17|inweb|bioplex|HINT-complex
2706,200894,intact|hiunion
1003,84948,bioplex
9080,23566,hiunion
6015,23466,inweb|HIPPIE|HINT-complex
8367,10036,HIPPIE
55729,79987,instruct|APID|mint|intact|pina
5214,10204,intact|hiunion
10985,54442,qubic
50943,57630,signalink
1958,9774,encode|innatedb
4899,7520,encode
6877,23031,qubic
2983,2983,interactome3d|intact|insider|instruct
55183,80010,inweb
5594,5978,inweb
1937,1942,instruct|APID|biogrid|HINT-binary|intact|pina
55281,252839,intact|hiunion
162966,386674,intact|hiunion
8500,23287,APID|intact|biogrid|instruct
55662,79722,bioplex|HIPPIE
23002,253190,bioplex
6490,6490,instruct|HIPPIE|HINT-binary|intact|litbm17
10232,23099,CoFrac
3170,3623,encode
4790,5566,PhosphoSP|KinomeNetX
6950,9184,bioplex
977,90139,hiunion
2257,6331,interactome3d|instruct|APID|HINT-binary|insider|HINT-complex
3096,6777,qubic
5876,84142,bioplex|HIPPIE
8968,23067,HINT-binary|inweb|HIPPIE
2099,51602,HIPPIE
3725,27131,encode
672,51465,instruct|APID|biogrid|HINT-binary|intact|pina
55166,79682,qubic|HIPPIE|inweb|bioplex|HINT-complex
5805,121793,bioplex|HIPPIE
7122,79956,intact|hiunion
4336,125115,APID|intact|biogrid|hiunion
4793,5151,innatedb
2322,55156,signalink
7040,27030,mint|APID|intact
5347,7277,HIPPIE
2908,7205,innatedb
23512,84656,innatedb
55181,91978,bioplex
51024,57406,intact|hiunion
6720,55502,encode
2065,132160,mint|APID|intact|biogrid
492,939,bioplex|HIPPIE
6191,6234,HINT-binary|HIPPIE|CoFrac
6045,6613,APID|intact|inweb|instruct
7138,55854,instruct|APID|biogrid|mint|intact|pina
53335,282566,encode
4256,23193,qubic
367,943,signalink
114771,100507436,bioplex
5481,57060,bioplex|HIPPIE
54903,54961,bioplex
7871,51765,HINT-binary|HIPPIE|HINT-complex
857,5743,inweb|HIPPIE|HINT-complex
25884,84914,intact|hiunion
4223,9724,hiunion
51373,64601,qubic
9555,126299,bioplex
10221,28951,bioplex
3725,51586,encode
3850,79088,intact|hiunion
10782,91975,encode
805,23125,biogrid|hiunion
2957,4800,instruct|hiunion|APID|biogrid|HINT-binary|intact
3675,3693,inweb
56852,284119,qubic|HIPPIE
5204,79446,hiunion
4105,6602,intact|hiunion
9869,692057,encode
5191,56683,bioplex|HIPPIE
2624,92340,encode
25,5925,PhosphoSP|HIPPIE|KinomeNetX|inweb|HINT-complex
8517,57521,inweb
79005,147912,encode
7329,10524,inweb
7157,23608,inweb
1600,118738,instruct|hiunion|APID|biogrid|HINT-binary|intact
1144,2137,bioplex
57697,91442,interactome3d|instruct|APID|biogrid|HIPPIE|HINT-binary|intact|insider|litbm17|inweb|bioplex|HINT-complex
26091,317719,bioplex
9689,286753,bioplex|HIPPIE
51659,79892,HINT-binary|inweb|HIPPIE
5579,5580,inweb
5435,55312,innatedb
1052,2932,PhosphoSP
1889,4653,pina|APID|biogrid
705,138046,instruct|hiunion|innatedb|APID|biogrid|HINT-binary|intact
4734,5243,inweb
984,8943,CoFrac
144100,340348,bioplex|HIPPIE
3169,359806,encode
4790,10148,encode
1739,51704,bioplex
3549,9576,signalink
9525,79139,qubic
3945,5830,instruct|hiunion|APID|biogrid|HINT-binary|intact
4110,9491,instruct|APID|biogrid|HIPPIE|pina
